status	SUGGESTED_LANG	file_line	foreign_text	note_context
ambiguous	san-Latn?	7450	barhī	The word kalāpī and barhī are better preserved in the mss. there.
ambiguous	san-Latn?	7520	dvau prāvārottarāsaṅgau samau br̥hatikā tathā ||	AK 2.6.117cd: dvau prāvārottarāsaṅgau samau br̥hatikā tathā ||
ambiguous	san-Latn?	7522	vaikakṣe prāvārottarāsaṅgau br̥hatikāpi ca |	AbhCM 672ab: vaikakṣe prāvārottarāsaṅgau br̥hatikāpi ca |
ambiguous	san-Latn?	7600	nadhira ṅa paruṅpuṅ, kāśa ṅa galagah	The phrase nadhira ṅa paruṅpuṅ, kāśa ṅa galagah in  &amp;  should be deleted here, because this text is available in the
ambiguous	kaw-Latn?	7649	sumpiṅ	The term sumpiṅ is typically recognized as a Javanese word denoting an ear ornament shaped like a flower, designed to be
ambiguous	kaw-Latn?	7649	śaya, ṅa sumpiṅ	The term sumpiṅ is typically recognized as a Javanese word denoting an ear ornament shaped like a flower, designed to be
ambiguous	kaw-Latn?	7649	sumpiṅ	The term sumpiṅ is typically recognized as a Javanese word denoting an ear ornament shaped like a flower, designed to be
ambiguous	kaw-Latn?	7649	muṣṭi	The term sumpiṅ is typically recognized as a Javanese word denoting an ear ornament shaped like a flower, designed to be
ambiguous	san-Latn?	7688	sadharmi	Another possible emendation is sadharmi; however, this creates confusion as sadharmi refers to the owner of the house, n
ambiguous	san-Latn?	7688	sadharmi	Another possible emendation is sadharmi; however, this creates confusion as sadharmi refers to the owner of the house, n
ambiguous	san-Latn?	7735	veni-preveni	Cf. veni-preveni in Synonyms of Hair
ambiguous	san-Latn?	7756	dvau prāvārottarāsaṅgau samau br̥hatikā tathā ||	AK 2.6.117cd: dvau prāvārottarāsaṅgau samau br̥hatikā tathā ||
ambiguous	san-Latn?	7758	vaikakṣe prāvārottarāsaṅgau br̥hatikāpi ca |	AbhCM 672ab: vaikakṣe prāvārottarāsaṅgau br̥hatikāpi ca |
ambiguous	san-Latn?	7788	taraṅge bhaṅgavīcyūrmyutkalikā mahati tviha |	AbhCM 1075cd: taraṅge bhaṅgavīcyūrmyutkalikā mahati tviha |
ambiguous	san-Latn?	7862	dāsī	Since the following term dāsī is followed by a form erroneously modified with the addition of the suffix -ra, I infer th
ambiguous	san-Latn?	7862	-ra	Since the following term dāsī is followed by a form erroneously modified with the addition of the suffix -ra, I infer th
ambiguous	san-Latn?	7862	vahni	Since the following term dāsī is followed by a form erroneously modified with the addition of the suffix -ra, I infer th
ambiguous	san-Latn?	7862	vahni	Since the following term dāsī is followed by a form erroneously modified with the addition of the suffix -ra, I infer th
ambiguous	san-Latn?	7923	pāṇau capeṭapratalaprahastā vistr̥tāṅgulau ||	AK 2.6.84cd: pāṇau capeṭapratalaprahastā vistr̥tāṅgulau ||
ambiguous	san-Latn?	7939	aṅguriś cāṅgulo 'ṅguṣṭhas tarjanī tu pradeśinī ||	AbhCM 592cd: aṅguriś cāṅgulo 'ṅguṣṭhas tarjanī tu pradeśinī ||
ambiguous	san-Latn?	7952	aṅguriś cāṅgulo 'ṅguṣṭhas tarjanī tu pradeśinī ||	AbhCM 592cd: aṅguriś cāṅgulo 'ṅguṣṭhas tarjanī tu pradeśinī ||
ambiguous	san-Latn?	7966	aṅguriś cāṅgulo 'ṅguṣṭhas tarjanī tu pradeśinī ||	AbhCM 592cd: aṅguriś cāṅgulo 'ṅguṣṭhas tarjanī tu pradeśinī ||
ambiguous	san-Latn?	7967	jyeṣṭhā tu madhyamā madhyā sāvitrī syād anāmikā |	AbhCM 593ab: jyeṣṭhā tu madhyamā madhyā sāvitrī syād anāmikā |
ambiguous	san-Latn?	7979	prādeśatālagokarṇās tarjanyādiyute tate ||	AK 2.6.83cd: prādeśatālagokarṇās tarjanyādiyute tate ||
ambiguous	san-Latn?	7981	jyeṣṭhā tu madhyamā madhyā sāvitrī syād anāmikā |	AbhCM 593ab: jyeṣṭhā tu madhyamā madhyā sāvitrī syād anāmikā |
ambiguous	san-Latn?	7982	prādeśatālagokarṇavitastayo yathākramam ||	AbhCM 595cd: prādeśatālagokarṇavitastayo yathākramam ||
ambiguous	san-Latn?	7995	prādeśatālagokarṇavitastayo yathākramam ||	AbhCM 595cd: prādeśatālagokarṇavitastayo yathākramam ||
ambiguous	san-Latn?	8004	pādagranthau kulphagulphau ghuṭiko ghuṇṭaghuṇṭakau ||	ŚRĀk p. 203.185cd: pādagranthau kulphagulphau ghuṭiko ghuṇṭaghuṇṭakau ||
ambiguous	kaw-Latn?	8024	varoru	I think that the reading after varoru is a synonym for the word "like," which is clearly irrelevant as a synonym for "th
ambiguous	kaw-Latn?	8024	pratikāśa	I think that the reading after varoru is a synonym for the word "like," which is clearly irrelevant as a synonym for "th
ambiguous	kaw-Latn?	8024	ukti	I think that the reading after varoru is a synonym for the word "like," which is clearly irrelevant as a synonym for "th
ambiguous	kaw-Latn?	8024	rūpa	I think that the reading after varoru is a synonym for the word "like," which is clearly irrelevant as a synonym for "th
ambiguous	kaw-Latn?	8024	nikāsa	I think that the reading after varoru is a synonym for the word "like," which is clearly irrelevant as a synonym for "th
ambiguous	kaw-Latn?	8024	upama	I think that the reading after varoru is a synonym for the word "like," which is clearly irrelevant as a synonym for "th
ambiguous	san-Latn?	8041	jaṅghā tu prasr̥tā jānūruparvāṣṭhīvadastriyām ||	AK 2.6.72cd: jaṅghā tu prasr̥tā jānūruparvāṣṭhīvadastriyām ||
ambiguous	san-Latn?	8056	jaṅghā tu prasr̥tā jānūruparvāṣṭhīvadastriyām ||	AK 2.6.72cd: jaṅghā tu prasr̥tā jānūruparvāṣṭhīvadastriyām ||
ambiguous	san-Latn?	8058	kapolī tvagrimo jaṅghā prasr̥tā nalakiny api ||	AbhCM 614cd: kapolī tvagrimo jaṅghā prasr̥tā nalakiny api ||
ambiguous	san-Latn?	8102	gaṇḍa	A conjectural omission has been made for the words following gaṇḍa, since their identity remains unclear at this stage.
ambiguous	san-Latn?	8137	radanā daśanā dantā radāstālu tu kākudam |	AK 2.6.91ab: radanā daśanā dantā radāstālu tu kākudam |
ambiguous	san-Latn?	8152	oṣṭhādharau tu radanacchadau daśanavāsasī |	AK 2.6.90ab: oṣṭhādharau tu radanacchadau daśanavāsasī |
ambiguous	san-Latn?	8153	adharo dantacchada oṣṭha ucyate dantavāsaś ca ||	AbhRM 524cd: adharo dantacchada oṣṭha ucyate dantavāsaś ca ||
ambiguous	san-Latn?	8179	pīṭhe śmaśruṇi kūrco 'strī bhrūmadhye katthane kuśe |	VaiJ 6.5.20ab: pīṭhe śmaśruṇi kūrco 'strī bhrūmadhye katthane kuśe |
ambiguous	san-Latn?	8227	cīrāyuṣa	Could it be read as cīrāyuṣa?
ambiguous	san-Latn?	8265	sr̥ṇikā syandinī lālā dūṣikā netrayor malam |	AK 2.6.67ab: sr̥ṇikā syandinī lālā dūṣikā netrayor malam |
ambiguous	san-Latn?	8267	atha śyāmalake lālā lavalī lāvalī phalā |	VaiJ 3.3.26ab: atha śyāmalake lālā lavalī lāvalī phalā |
ambiguous	san-Latn?	8335	varāṅga	Another option is varāṅga.
ambiguous	san-Latn?	8421	niveśa	Or niveśa?
ambiguous	san-Latn?	8426	chatvaro mandire syān nikuñje tathā 'thetvaro durvidhe nīcake cādhvage	KKT p. 321.30ab: chatvaro mandire syān nikuñje tathā 'thetvaro durvidhe nīcake cādhvage |
ambiguous	san-Latn?	8459	abhāvo nāśe saṁkrāmasaṁkramau durgasaṁcare ||	AbhCM 1517cd: abhāvo nāśe saṁkrāmasaṁkramau durgasaṁcare ||
ambiguous	san-Latn?	8485	sravasvara	Could it be sravasvara?
ambiguous	san-Latn?	8508	kakṣāpaṭas tu kaupīne samau naktakakarpaṭau |	AbhCM 1399-1400: kakṣāpaṭas tu kaupīne samau naktakakarpaṭau |
ambiguous	san-Latn?	8568	syād ālavālam āvālamāvāpo 'tha nadī sarit || taraṅgiṇī śaivalinī taṭinī hrādinī dhunī | srotasvatī dvīpavatī sravantī nimnagāpagā	AK 2.7.29cd-30: syād ālavālam āvālamāvāpo 'tha nadī sarit || taraṅgiṇī śaivalinī taṭinī hrādinī dhunī | srotasvatī dvīpa
ambiguous	san-Latn?	8612	virahavidhurakokadvandvabandhurvibhindan | kupitakapikapolakroḍatāmrastamāṁsi ||	AṬS I.3: virahavidhurakokadvandvabandhurvibhindan | kupitakapikapolakroḍatāmrastamāṁsi ||
ambiguous	san-Latn?	8660	tamī tamisrā kathitā tamasvinī, vibhāvarī naktamukhā ca śarvarī | kṣapā triyāmā kṣaṇadā niśīthinī, niśā ca doṣā rajanī ca yāminī || vasatir vāsateyī ca śyāmā rātriśca kathyate |	AbhRM 107–108ab: tamī tamisrā kathitā tamasvinī, vibhāvarī naktamukhā ca śarvarī | kṣapā triyāmā kṣaṇadā niśīthinī, niśā
ambiguous	san-Latn?	8668	tapa	LC offers tapa as emendation only in his critical apparatus, not in the edition.
ambiguous	san-Latn?	8668	grīṣma	LC offers grīṣma as emendation only in his critical apparatus, not in the edition.
ambiguous	san-Latn?	8686	paṇyavikrayaśālā syād āpaṇo vipaṇis tathā ||	AbhRM 296cd: paṇyavikrayaśālā syād āpaṇo vipaṇis tathā ||
ambiguous	san-Latn?	8774	puṣpaśara	Could it be puṣpaśara or palasara?
ambiguous	san-Latn?	8774	palasara	Could it be puṣpaśara or palasara?
ambiguous	san-Latn?	8802	karavīre karīre tu krakaragranthilāvubhau |	AK 2.4.77ab: karavīre karīre tu krakaragranthilāvubhau |
ambiguous	san-Latn?	8859	phalapūro bījapūro rucako mātuluṅgake ||	AK 2.4.78cd: phalapūro bījapūro rucako mātuluṅgake ||
ambiguous	san-Latn?	9010	tr̥ṇarājāhvayas tālo nālikeras tu lāṅgalī ||	AK 2.4.113ab: tr̥ṇarājāhvayas tālo nālikeras tu lāṅgalī ||
ambiguous	san-Latn?	9011	kapitthas tu dadhiphalo nālikeras tu lāṅgalī |	AbhCM 1151cd: kapitthas tu dadhiphalo nālikeras tu lāṅgalī |
ambiguous	san-Latn?	9037	kadalī vāraṇabusā rambhā mocāṁśumatphalā |	AK 2.4.113ab: kadalī vāraṇabusā rambhā mocāṁśumatphalā |
ambiguous	san-Latn?	9039	tr̥ṇarājas talas tālo rambhā mocā kadaly api ||	AbhCM 1136cd: tr̥ṇarājas talas tālo rambhā mocā kadaly api ||
ambiguous	san-Latn?	9173	vaidehako vāṇijike vaiśyāputre ca śūdraje |	DhK p. 10: vaidehako vāṇijike vaiśyāputre ca śūdraje |
ambiguous	san-Latn?	9174	vāṇijako vāṇijiko vāṇijyakāra ity api ||	SRĀv p. 147: vaṇig vaidehakaḥ sārthavāhanaigamavāṇijāḥ | vāṇijako vāṇijiko vāṇijyakāra ity api ||
ambiguous	san-Latn?	9185	kramādātithyātitheye atithyarthe 'tra sādhuni || syur āveśika āgantur atithir nā gr̥hāgate |	AK 2.7.33cd–34ab: kramādātithyātitheye atithyarthe 'tra sādhuni || syur āveśika āgantur atithir nā gr̥hāgate |
ambiguous	san-Latn?	9188	ātithyo 'tithir āgantur iti ca mālā	AKU 118: ātithyo 'tithir āgantur iti ca mālā
ambiguous	san-Latn?	9292	adagaṅ	The , as edited in , provides this synonym as the 120th, while  &amp;  it is the 111th. This suggests that the scribe of
ambiguous	san-Latn?	9292	kuvoṅ	The , as edited in , provides this synonym as the 120th, while  &amp;  it is the 111th. This suggests that the scribe of
ambiguous	san-Latn?	9296	syād ālavālam āvālamāvāpo 'tha nadī sarit || taraṅgiṇī śaivalinī taṭinī hrādinī dhunī | srotasvatī dvīpavatī sravantī nimnagāpagā	AK 2.7.29cd–30: syād ālavālam āvālamāvāpo 'tha nadī sarit || taraṅgiṇī śaivalinī taṭinī hrādinī dhunī | srotasvatī dvīpa
ambiguous	san-Latn?	9380	yattiryakkṣiptamurasi śikhāsvāpīḍaśekharau ||	AK 2.6.136cd: yattiryakkṣiptamurasi śikhāsvāpīḍaśekharau ||
ambiguous	san-Latn?	9404	siñjinī pādakaṭakas tulākoṭistu nūpuram	AbhRM 561: siñjinī pādakaṭakas tulākoṭistu nūpuram| mañjīraṁ haṁsakaṁ strīṇāṁ caraṇābharaṇaṁ smr̥tam ||
ambiguous	san-Latn?	9439	taraṅge bhaṅgavīcyūrmyutkalikā mahati tviha ||	AbhCM 1075cd: taraṅge bhaṅgavīcyūrmyutkalikā mahati tviha ||
ambiguous	san-Latn?	9557	agādham atalasparśe kaivarte dāśadhīvarau ||	AK 1.10.15cd: agādham atalasparśe kaivarte dāśadhīvarau ||
ambiguous	san-Latn?	9568	r̥kṣācchabhallabhallūkā gaṇḍake khaḍgakhaḍginau |	AK 2.5.4ab: r̥kṣācchabhallabhallūkā gaṇḍake khaḍgakhaḍginau |
ambiguous	san-Latn?	9579	undurur mūṣako 'py ākhur girikā bālamūṣikā ||	AK 2.5.12ab: undurur mūṣako 'py ākhur girikā bālamūṣikā ||
ambiguous	san-Latn?	9590	undurur mūṣako 'py ākhur girikā bālamūṣikā ||	AK 2.5.12ab: undurur mūṣako 'py ākhur girikā bālamūṣikā ||
ambiguous	san-Latn?	9593	undurus tuṭumo randhrababhrur dīnā tu mūṣikā ||	TKŚ p. 44.10cd: undurus tuṭumo randhrababhrur dīnā tu mūṣikā ||
ambiguous	san-Latn?	9611	kāṣṭhakīṭa	Or kāṣṭhakīṭa instead of kīṭa?
ambiguous	san-Latn?	9611	kīṭa	Or kāṣṭhakīṭa instead of kīṭa?
ambiguous	san-Latn?	9684	nalamīna	Perhaps error transmission of Skt. nalamīna.
ambiguous	san-Latn?	9684	cilicima	Perhaps error transmission of Skt. cilicima.
ambiguous	san-Latn?	9696	bhavet tilitso gonāso gonaso ghoṇaso 'pi ca |	AbhCM 1306ab: bhavet tilitso gonāso gonaso ghoṇaso 'pi ca |
ambiguous	san-Latn?	9703	sahasraviṣya	In Skt. lexicon, it is a synonym for sheatfish. Should this be emended to sahasraviṣya?
ambiguous	san-Latn?	9709	jagarah	LC silently emends jagarah to ajagarah.
ambiguous	san-Latn?	9709	ajagarah	LC silently emends jagarah to ajagarah.
ambiguous	san-Latn?	9715	bhavet tilitso gonāso gonaso ghoṇaso 'pi ca |	AbhCM 1306ab: bhavet tilitso gonāso gonaso ghoṇaso 'pi ca |
ambiguous	san-Latn?	9744	avahāra	LC offers avahāra as emendation but it is not applied in his edition.
ambiguous	san-Latn?	9836	patrī śyena ulūkas tu vāyasārātipecakau |	AK 2.4.15ab: patrī śyena ulūkas tu vāyasārātipecakau |
ambiguous	san-Latn?	9871	ātāyicillau dākṣāyyagr̥dhrau kīraśukau samau ||	AK 2.4.21b: ātāyicillau dākṣāyyagr̥dhrau kīraśukau samau ||
ambiguous	san-Latn?	9873	kāmāyau tu gr̥dhragutsau dākṣāyyaśca dakṣāyyavat |	ŚRĀk 801: kāmāyau tu gr̥dhragutsau dākṣāyyaśca dakṣāyyavat |
ambiguous	san-Latn?	9904	ātāyicillau dākṣāyyagr̥dhrau kīraśukau samau ||	AK 2.5.21cd: ātāyicillau dākṣāyyagr̥dhrau kīraśukau samau ||
ambiguous	san-Latn?	9953	oṣṭhādharau tu radanacchadau daśanavāsasī |	AK 2.6.90ab: oṣṭhādharau tu radanacchadau daśanavāsasī |
ambiguous	san-Latn?	9954	adharo dantacchada oṣṭha ucyate dantavāsaś ca ||	AbhRM 524cd: adharo dantacchada oṣṭha ucyate dantavāsaś ca ||
ambiguous	san-Latn?	9956	ghrāṇamoṣṭhādharau dantacchadau daśanavāsasī ||	ŚRĀk 1080cd: ghrāṇamoṣṭhādharau dantacchadau daśanavāsasī ||
ambiguous	san-Latn?	10026	varāṅga	Another option is varāṅga.
ambiguous	san-Latn?	10070	dhanvā jaṅgaladeśe syād dhanvacāpe sthale 'pi ca | ātmā dehamanobrahmasvabhāvadhr̥tibuddhiṣu ||	ViśPr 115: dhanvā jaṅgaladeśe syād dhanvacāpe sthale 'pi ca | ātmā dehamanobrahmasvabhāvadhr̥tibuddhiṣu ||
ambiguous	san-Latn?	10080	nikuñjakuñjau vā klībe latādipihitodare ||	AK 2.3.8cd: nikuñjakuñjau vā klībe latādipihitodare ||
ambiguous	san-Latn?	10093	nikuñjakuñjau vā klībe latādipihitodare ||	AK 2.3.8cd: nikuñjakuñjau vā klībe latādipihitodare ||
ambiguous	san-Latn?	10258	santāpitasantaptau dhūpitadhūpāyitau ca dūnaś ca ||	AK 3.1.102cd: santāpitasantaptau dhūpitadhūpāyitau ca dūnaś ca ||
ambiguous	san-Latn?	10287	syūtaprasevau kaṇḍolapiṭau kaṭakiliñjakau ||	AK 2.9.26cd: syūtaprasevau kaṇḍolapiṭau kaṭakiliñjakau ||
ambiguous	san-Latn?	10307	drughaṇo mudgaraghanau syādīlī karavālikā |	AK 2.8.91ab: drughaṇo mudgaraghanau syādīlī karavālikā |
ambiguous	san-Latn?	10423	tr̥ṇarājāh vayastālo nālikeras tu lāṅgalī ||	AK 2.4.168cd: tr̥ṇarājāh vayastālo nālikeras tu lāṅgalī ||
ambiguous	san-Latn?	10425	tr̥ṇarājas talastālo rambhā mocā kadaly api ||	AbhCM 1136cd: tr̥ṇarājas talastālo rambhā mocā kadaly api ||
ambiguous	san-Latn?	10468	bilve śāṇḍilyaśailūṣau mālūraśrīphalāv api |	AK 2.4.32ab: bilve śāṇḍilyaśailūṣau mālūraśrīphalāv api |
ambiguous	san-Latn?	10503	karkāruratha kūṣmāṇḍas tumby alābūś ca dugdhikā |	AbhRM 583ab: karkāruratha kūṣmāṇḍas tumby alābūś ca dugdhikā |
ambiguous	san-Latn?	10515	cirbhaṭī karkaṭī vāluky ervārus trapusī ca sā |	AbhCM 1189ab: cirbhaṭī karkaṭī vāluky ervārus trapusī ca sā |
ambiguous	san-Latn?	10537	niśākhyā kāñcanī pītā haridrā varavarṇinī |	AK 2.9.41ab: niśākhyā kāñcanī pītā haridrā varavarṇinī |
ambiguous	san-Latn?	10540	haridrā kāñcanī pītā niśākhyā varavarṇinī |	AbhCM 418ab: haridrā kāñcanī pītā niśākhyā varavarṇinī |
ambiguous	san-Latn?	10549	apāṅgau netrayor antau kaṭākṣo 'pāṅgadarśane |	AK 2.5.94ab: apāṅgau netrayor antau kaṭākṣo 'pāṅgadarśane |
ambiguous	san-Latn?	10551	apāṅgau netrayor antau dvāvimau naraliṅgakau ||	KKT p. 20.9ab: apāṅgau netrayor antau dvāvimau naraliṅgakau ||
ambiguous	san-Latn?	10574	puṁsyuttaṁsāvataṁsau dvau karṇapūre 'pi śekhare ||	AK 3.3.228cd: puṁsyuttaṁsāvataṁsau dvau karṇapūre 'pi śekhare ||
ambiguous	san-Latn?	10647	maṇḍūkaparṇī bhaṇḍīrī bhaṇḍī yojanavally api |	AK 2.4.91ab: maṇḍūkaparṇī bhaṇḍīrī bhaṇḍī yojanavally api |
ambiguous	san-Latn?	10678	pāṁśulā bandhukī svairiṇyasatī puṁścalītvarī | dharṣiṇī kulaṭā proktā tvavinītābhisārikā ||	AbhRM 496: pāṁśulā bandhukī svairiṇyasatī puṁścalītvarī | dharṣiṇī kulaṭā proktā tvavinītābhisārikā ||
ambiguous	san-Latn?	10690	jhillīkā cīrī syāt saraghā madhumakṣikā bhavet kṣudrā |	AbhRM 256ab: jhillīkā cīrī syāt saraghā madhumakṣikā bhavet kṣudrā |
ambiguous	san-Latn?	10691	tailāṭī varaṭā gandholī syāc cīrī tu cīrukā || jhillīkā jhillikā varṣakarī bhr̥ṅgārikā ca sā |	AbhCM 1215cd–1216ab: tailāṭī varaṭā gandholī syāc cīrī tu cīrukā || jhillīkā jhillikā varṣakarī bhr̥ṅgārikā ca sā |
ambiguous	san-Latn?	10754	kāśmarī bhadraparṇī śrīparṇy amlikā tu tintiḍī ||	AbhCM 1143cd: kāśmarī bhadraparṇī śrīparṇy amlikā tu tintiḍī ||
ambiguous	san-Latn?	10813	candrikā kaumudī jyotsnā prasādas tu prasannatā ||	AK 1.3.16ab: candrikā kaumudī jyotsnā prasādas tu prasannatā ||
ambiguous	san-Latn?	10824	jatukājinapatrā syāt paroṣṇī tailapāyikā |	AK 2.4.26ab: jatukājinapatrā syāt paroṣṇī tailapāyikā |
ambiguous	san-Latn?	10825	jatukājinapatrā syāt paroṣṇī tailapāyikā |	VaiJ 2.3.44ab: jatukājinapatrā syāt paroṣṇī tailapāyikā |
ambiguous	san-Latn?	10826	valgulikā mukhaviṣṭā paroṣṇī tailapāyikā |	AbhCM 1337ab: valgulikā mukhaviṣṭā paroṣṇī tailapāyikā |
ambiguous	san-Latn?	10835	jatukājinapatrā syāt paroṣṇī tailapāyikā |	AK 2.4.26ab: jatukājinapatrā syāt paroṣṇī tailapāyikā |
ambiguous	san-Latn?	10836	jatukājinapatrā syāt paroṣṇī tailapāyikā |	VaiJ 2.3.44ab: jatukājinapatrā syāt paroṣṇī tailapāyikā |
ambiguous	san-Latn?	10846	pataṅgikā puttikā syād daṅśas tu vanamakṣikā |	AK 2.5.27ab: pataṅgikā puttikā syād daṅśas tu vanamakṣikā |
ambiguous	san-Latn?	10847	varvaṇā makṣikā nīlā puttikā tu pataṅgikā ||	AbhCM 1214cd: varvaṇā makṣikā nīlā puttikā tu pataṅgikā ||
ambiguous	san-Latn?	10857	tailāṭī varaṭā gandholī syāc cīrī tu cīrukā ||	AbhCM 1215cd: tailāṭī varaṭā gandholī syāc cīrī tu cīrukā ||
ambiguous	san-Latn?	10872	varvaṇā makṣikā nīlā saraghā madhumakṣikā ||	AK 2.4.26cd: varvaṇā makṣikā nīlā saraghā madhumakṣikā ||
ambiguous	san-Latn?	10873	varvaṇā makṣikā nīlā puttikā tu pataṅgikā ||	AbhCM 1214cd: varvaṇā makṣikā nīlā puttikā tu pataṅgikā ||
ambiguous	san-Latn?	10903	godhā nihākā gaudheragaudhārau duṣṭa tat sute |	AbhCM 1297ab: godhā nihākā gaudheragaudhārau duṣṭa tat sute |
ambiguous	san-Latn?	10924	paṇyavikrayaśālā syād āpaṇo vipaṇis tathā ||	AbhRM 296cd: paṇyavikrayaśālā syād āpaṇo vipaṇis tathā ||
ambiguous	san-Latn?	10950	saṁmārjanī śodhanī syāt saṅkaro 'vakaras tathā ||	AK 2.2.18cd: saṁmārjanī śodhanī syāt saṅkaro 'vakaras tathā ||
ambiguous	san-Latn?	10974	śibikā yāpyayāne 'tha dolā preṅkhādikā bhavet ||	AbhCM 758cd: śibikā yāpyayāne 'tha dolā preṅkhādikā bhavet ||
ambiguous	san-Latn?	10986	sphuliṅgo 'gnikaṇo 'lātajvālolkā 'lātam ulmukam |	AbhCM 1103ab: sphuliṅgo 'gnikaṇo 'lātajvālolkā 'lātam ulmukam |
ambiguous	san-Latn?	11006	āsphoṭā girikarṇī syād viṣṇukrāntāparājitā |	AK 2.4.104ab: āsphoṭā girikarṇī syād viṣṇukrāntāparājitā |
ambiguous	san-Latn?	11007	kośātakī paṭolī syād girikarṇy aparājitā ||	AbhRM 202cd: kośātakī paṭolī syād girikarṇy aparājitā ||
ambiguous	san-Latn?	11008	śvadaṁṣṭrā sthalaśr̥ṅgāṭo girikarṇy aparājitā ||	AbhCM 1156cd: śvadaṁṣṭrā sthalaśr̥ṅgāṭo girikarṇy aparājitā ||
ambiguous	san-Latn?	11070	niśākhyā kāñcanī pītā haridrā varavarṇinī |	AK 2.9.41ab: niśākhyā kāñcanī pītā haridrā varavarṇinī |
ambiguous	san-Latn?	11073	haridrā kāñcanī pītā niśākhyā varavarṇinī |	AbhCM 418ab: haridrā kāñcanī pītā niśākhyā varavarṇinī |
ambiguous	san-Latn?	11094	nidigdhikā spr̥śī vyāghrī br̥hatī kaṇṭakārikā || pracodanī kulī kṣudrā duḥsparśā rāṣṭrikety api |	AK 2.4.93cd–94ab: nidigdhikā spr̥śī vyāghrī br̥hatī kaṇṭakārikā || pracodanī kulī kṣudrā duḥsparśā rāṣṭrikety api |
ambiguous	san-Latn?	11107	āmayāvī samau glāsnuglānau pāmanakacchurau |	VaiJ 4.4.145ab: āmayāvī samau glāsnuglānau pāmanakacchurau |
ambiguous	san-Latn?	11176	mañjiṣṭā vikasā jiṅgī samaṅgā kālameṣikā ||	AK 2.4.90cd: mañjiṣṭā vikasā jiṅgī samaṅgā kālameṣikā ||
ambiguous	san-Latn?	11186	saptalā ca navamālikā smr̥tā ||	AbhRM 207cd: saptalā ca navamālikā smr̥tā ||
ambiguous	san-Latn?	11225	śāribā	In some AK commentaries, it is spelled śāribā.
ambiguous	san-Latn?	11228	śyāmā śārivā syād anantotpalaśārivā |	AK 2.4.112ab: śyāmā śārivā syād anantotpalaśārivā |
ambiguous	san-Latn?	11254	sūryalatā	Should it be read sūryalatā?
ambiguous	san-Latn?	11257	arkabhaktā tu varadā sūryakāntā suvarcalā ||	KDK p. 307.522cd: arkabhaktā tu varadā sūryakāntā suvarcalā ||
ambiguous	san-Latn?	11268	haimavatī	AĀSam 638ab: vacārgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ || It shoud be vacāgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ, 
ambiguous	san-Latn?	11268	vacā	AĀSam 638ab: vacārgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ || It shoud be vacāgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ, 
ambiguous	san-Latn?	11268	gaurī	AĀSam 638ab: vacārgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ || It shoud be vacāgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ, 
ambiguous	san-Latn?	11268	varjana	AĀSam 638ab: vacārgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ || It shoud be vacāgauryor haimavatī varjanaṁ tyāgahiṁsayoḥ, 
ambiguous	san-Latn?	11271	agnyutpātau dhūmaketū vacā gaurī ca kāñcanī ||	AĀK 365cd: agnyutpātau dhūmaketū vacā gaurī ca kāñcanī ||
ambiguous	san-Latn?	11297	vamry upadīkā likṣā tu rikṣā yūkā ca ṣaṭpadī ||	AbhCM 1208: vamry upadīkā likṣā tu rikṣā yūkā ca ṣaṭpadī ||
ambiguous	san-Latn?	11306	picumandaś ca nimbe 'tha picchilāguruśiṁśapā |	AK 2.4.63ab: picumandaś ca nimbe 'tha picchilāguruśiṁśapā | The variant reading śiṁśupā is attested in APVivr̥t 2.4.62
ambiguous	san-Latn?	11306	śiṁśupā	AK 2.4.63ab: picumandaś ca nimbe 'tha picchilāguruśiṁśapā | The variant reading śiṁśupā is attested in APVivr̥t 2.4.62
ambiguous	san-Latn?	11322	śāṇī goṇī chidravastre jalārdrā klinnavāsasi |	AbhCM 679ab: śāṇī goṇī chidravastre jalārdrā klinnavāsasi |
ambiguous	san-Latn?	11344	nāpitasyopakaraṇe karttanī karbhikābhidhe ||	AbhRM 460ab: nāpitasyopakaraṇe karttanī karbhikābhidhe ||
ambiguous	san-Latn?	11447	tamālapatratilakacitrakāṇi viśeṣakam |	AK 2.6.123ab: tamālapatratilakacitrakāṇi viśeṣakam |
ambiguous	san-Latn?	11509	antarīyopasaṁvyānaparidhānāny adhoṁśuke |	AK 2.5.117ab: antarīyopasaṁvyānaparidhānāny adhoṁśuke |
ambiguous	san-Latn?	11521	hasany apyatha na strī syād aṅgāro 'lātamulmukam |	AK 2.9.30ab: hasany apyatha na strī syād aṅgāro 'lātamulmukam |
ambiguous	san-Latn?	11523	sphuliṅgo 'gnikaṇo 'lātajvālolkā 'lātam ulmukam |	AbhCM 1103: sphuliṅgo 'gnikaṇo 'lātajvālolkā 'lātam ulmukam |
ambiguous	san-Latn?	11538	aśvasyāskanditābhikhyagatau ca tri tu tadvati |	NAAS p. 34.102ab: aśvasyāskanditābhikhyagatau ca tri tu tadvati |
